"year","dpt","dpt_url","circo","circo_url","tour","nuance","candidat","nameLast","nameFirst","sexe","voix","pct_inscrits","pct_exprimes","elected"
"2024","45","045","5","05","1","DIV",NULL,"BIARDEAU","Christine","F","1259","1.71","2.61","0"
"2024","45","045","5","05","1","ENS",NULL,"BROSSE","Anthony","M","10604","14.41","22.01","0"
"2024","45","045","5","05","1","DVD",NULL,"QUELIN","Benjamin","M","4817","6.55","10","0"
"2024","45","045","5","05","1","EXG",NULL,"SOTTEJEAU","Céline","F","429","0.58","0.89","0"
"2024","45","045","6","06","1","ENS",NULL,"RAMOS","Richard","M","15635","20.55","30.6","0"
"2024","45","045","6","06","1","RN",NULL,"ZELLER","Anthony","M","16253","21.36","31.81","0"
"2024","45","045","6","06","1","EXG",NULL,"CHOQUEL","David","M","528","0.69","1.03","0"
"2024","45","045","6","06","1","UG",NULL,"LAVIALLE","Christophe","M","15176","19.95","29.7","0"
"2024","45","045","6","06","1","REC",NULL,"LAMARQUE","Isabelle","F","664","0.87","1.3","0"
"2024","45","045","6","06","1","LR",NULL,"POISSON","Jean-Luc","M","2239","2.94","4.38","0"
"2024","45","045","6","06","1","DSV",NULL,"BERTHAULT-KORZHYK","Annie","F","595","0.78","1.16","0"
"2024","46","046","1","01","1","ENS",NULL,"DECREMPS","Frédéric","M","4689","6.42","8.93","0"
"2024","46","046","1","01","1","LR",NULL,"PRADIÉ","Aurélien","M","22180","30.36","42.25","0"
"2024","46","046","1","01","1","REC",NULL,"TESSON","François","M","398","0.54","0.76","0"
"2024","46","046","1","01","1","UG",NULL,"BOUGEARD","Elsa","F","12775","17.49","24.33","0"
"2024","46","046","1","01","1","RN",NULL,"MIHAYLOVA","Slavka","F","12108","16.58","23.06","0"
"2024","46","046","1","01","1","EXG",NULL,"DOMENECH","Ghislain","M","353","0.48","0.67","0"
"2024","46","046","2","02","1","ENS",NULL,"TIEGNA","Huguette","F","12752","19.23","26.96","0"
"2024","46","046","2","02","1","UG",NULL,"PROENÇA","Christophe","M","18079","27.26","38.22","0"
"2024","46","046","2","02","1","DVG",NULL,"BOUGUERRA","Rabah","M","259","0.39","0.55","0"
"2024","46","046","2","02","1","EXG",NULL,"VIAU","Marie-Michèle","F","607","0.92","1.28","0"
"2024","46","046","2","02","1","RN",NULL,"BLANCHET","Gérard Raymond","M","14369","21.67","30.38","0"
"2024","46","046","2","02","1","DIV",NULL,"PAGET","Daniel","M","1237","1.87","2.62","0"
"2024","47","047","1","01","1","REG",NULL,"CUQUEL","Patrice","M","1021","1.15","1.69","0"
"2024","47","047","1","01","1","EXG",NULL,"EL MARBATI","Mohamed","M","700","0.79","1.16","0"
"2024","47","047","1","01","1","UG",NULL,"VO VAN","Paul","M","15479","17.48","25.63","0"
"2024","47","047","1","01","1","RN",NULL,"DELBOSQ","Sébastien","M","26034","29.4","43.11","0"
"2024","47","047","1","01","1","ENS",NULL,"LAUZZANA","Michel","M","17155","19.37","28.41","0"
"2024","47","047","2","02","1","UG",NULL,"COURREGELONGUE","Christophe","M","13787","17.92","26.89","0"
"2024","47","047","2","02","1","ENS",NULL,"LENZI","Jean-Marie","M","11272","14.65","21.99","0"
"2024","47","047","2","02","1","RN",NULL,"LAPORTE","Hélène","F","25283","32.86","49.31","0"
"2024","47","047","2","02","1","EXG",NULL,"LAMBOLEZ","Nathalie","F","929","1.21","1.81","0"
"2024","47","047","3","03","1","RN",NULL,"COUSIN","Annick","F","21170","27.93","41.08","0"
"2024","47","047","3","03","1","DVD",NULL,"LEPERS","Guillaume","M","12876","16.99","24.99","0"
"2024","47","047","3","03","1","DVG",NULL,"CAHUZAC","Jérôme","M","7457","9.84","14.47","0"
"2024","47","047","3","03","1","UG",NULL,"CZAPLA","Xavier","M","9504","12.54","18.44","0"
"2024","47","047","3","03","1","EXG",NULL,"GASC","Bernadette","F","521","0.69","1.01","0"
"2024","48","048","1","01","1","RN",NULL,"GOUSSEAU","Luc-Etienne","M","14743","24.67","33.91","0"
"2024","48","048","1","01","1","DVG",NULL,"ZIDOUN","Dja","M","81","0.14","0.19","0"
"2024","48","048","1","01","1","DVD",NULL,"MOREL A L'HUISSIER","Pierre","M","10451","17.49","24.04","0"
"2024","48","048","1","01","1","DIV",NULL,"GUIRAL","Michel","M","2627","4.4","6.04","0"
"2024","48","048","1","01","1","UG",NULL,"PANTEL","Sophie","F","15292","25.59","35.17","0"
"2024","48","048","1","01","1","EXG",NULL,"SOUCHON","Annie","F","284","0.48","0.65","0"
"2024","49","049","1","01","1","ENS",NULL,"GERNIGON","François","M","21087","23.78","34.83","0"
"2024","49","049","1","01","1","EXG",NULL,"GOUAS","Anthony","M","173","0.2","0.29","0"
"2024","49","049","1","01","1","EXG",NULL,"DUPAS","Marie Louise","F","642","0.72","1.06","0"
"2024","49","049","1","01","1","UG",NULL,"RICHARD","Elsa","F","20475","23.09","33.82","0"
"2024","49","049","1","01","1","LR",NULL,"LÉCUYER","Séverine","F","3736","4.21","6.17","0"
"2024","49","049","1","01","1","RN",NULL,"LOUVIGNE","Hugo","M","13995","15.78","23.12","0"
"2024","49","049","1","01","1","REC",NULL,"PRUNIERE","Roselyne","F","432","0.49","0.71","0"
"2024","49","049","2","02","1","DVC",NULL,"SALQUAIN","Bertrand","M","2719","2.84","4.14","0"
"2024","49","049","2","02","1","EXG",NULL,"LEBRUN","Philippe","M","834","0.87","1.27","0"
"2024","49","049","2","02","1","LR",NULL,"TRIOT","Benoît","M","5864","6.13","8.92","0"
"2024","49","049","2","02","1","UG",NULL,"METAYER","Léo","M","18621","19.48","28.32","0"
"2024","49","049","2","02","1","ENS",NULL,"DUPONT","Stella","F","21761","22.77","33.1","0"
"2024","49","049","2","02","1","RN",NULL,"BRISSEAU","Thomas","M","15945","16.68","24.25","0"
"2024","49","049","3","03","1","EXG",NULL,"PEILLON","Patricia","F","741","1.02","1.53","0"
"2024","49","049","3","03","1","LR",NULL,"BLIN","Anne-Laure","F","11572","15.91","23.87","0"
"2024","49","049","3","03","1","UG",NULL,"ALEXANDRE","Patrick","M","9656","13.27","19.92","0"
"2024","49","049","3","03","1","ENS",NULL,"HOLLEY","Simon","M","8168","11.23","16.85","0"
"2024","49","049","3","03","1","RN",NULL,"BOURGEAULT","Edouard","M","18344","25.22","37.84","0"
"2024","49","049","4","04","1","EXG",NULL,"GERET","Sylvie","F","750","0.99","1.45","0"
"2024","49","049","4","04","1","LR",NULL,"MORTIER","Frédéric","M","3455","4.54","6.69","0"
"2024","49","049","4","04","1","EXG",NULL,"VITASSE","Nicolas","M","3","0","0.01","0"
"2024","49","049","4","04","1","DSV",NULL,"HAMON","Delphine","F","769","1.01","1.49","0"
"2024","49","049","4","04","1","ENS",NULL,"SAINT-PAUL","Laëtitia","F","18001","23.65","34.87","0"
"2024","49","049","4","04","1","UG",NULL,"BOUVET","Charlyne","F","10629","13.96","20.59","0"
"2024","49","049","4","04","1","RN",NULL,"LAHONDÈS","Aurore","F","18014","23.66","34.9","0"
"2024","49","049","5","05","1","UXD",NULL,"BOURDOULEIX","Gilles","M","16066","20.06","30.54","0"
"2024","49","049","5","05","1","EXG",NULL,"TESTU","Didier","M","821","1.03","1.56","0"
"2024","49","049","5","05","1","ENS",NULL,"MASSEGLIA","Denis","M","17730","22.14","33.7","0"
"2024","49","049","5","05","1","LR",NULL,"LIGOT","Jacquelin","M","5362","6.69","10.19","0"
"2024","49","049","5","05","1","REC",NULL,"ESTANG","Véronique","F","583","0.73","1.11","0"
"2024","49","049","5","05","1","UG",NULL,"MOREAU","France","F","11220","14.01","21.33","0"
"2024","49","049","5","05","1","DSV",NULL,"GUYARD","Frédéric","M","822","1.03","1.56","0"
"2024","49","049","6","06","1","LR",NULL,"CHAUSSIVERT","Anaëlle","F","5142","5.16","7.63","0"
"2024","49","049","6","06","1","UG",NULL,"GABIN","Sylvie","F","16707","16.76","24.79","0"
"2024","49","049","6","06","1","RN",NULL,"PAVAGEAU","Tim","M","19422","19.49","28.82","0"
"2024","49","049","6","06","1","EXG",NULL,"LE DIAGON","Yann","M","1099","1.1","1.63","0"
"2024","49","049","6","06","1","ENS",NULL,"DUBRE CHIRAT","Nicole","F","23776","23.86","35.28","0"
"2024","49","049","6","06","1","DSV",NULL,"MERCIER","Eric","M","1243","1.25","1.84","0"
"2024","49","049","7","07","1","LR",NULL,"BOULLAIS CHALLIER","Sandrine","F","3320","3.93","5.75","0"
"2024","49","049","7","07","1","RN",NULL,"LASCAUD","Clémence","F","15802","18.7","27.38","0"
"2024","49","049","7","07","1","EXG",NULL,"L'HUILLIER","Céline","F","810","0.96","1.4","0"
"2024","49","049","7","07","1","DSV",NULL,"CRESPIN","Régis","M","750","0.89","1.3","0"
"2024","49","049","7","07","1","ENS",NULL,"BOLO","Philippe","M","19541","23.13","33.86","0"
"2024","49","049","7","07","1","REC",NULL,"GORIOUX","Valérie","F","715","0.85","1.24","0"
"2024","49","049","7","07","1","UG",NULL,"JOUANNEAU","Guillaume","M","16778","19.86","29.07","0"
"2024","49","049","7","07","1","DVD",NULL,"DE LA SALMONIERE","Raphaël","M","0","0","0","0"
"2024","50","050","1","01","1","ENS",NULL,"MASSON","Michaël","M","4723","5.45","8.04","0"
"2024","50","050","1","01","1","UG",NULL,"HEDOUIN","Guillaume","M","10792","12.44","18.36","0"
"2024","50","050","1","01","1","EXG",NULL,"LEWI","Olivia","F","578","0.67","0.98","0"
"2024","50","050","1","01","1","DVD",NULL,"GOSSELIN","Philippe","M","22513","25.96","38.3","0"
"2024","50","050","1","01","1","RN",NULL,"SIMON","Franck","M","19333","22.29","32.89","0"
"2024","50","050","1","01","1","DVD",NULL,"POISSON","Jacques","M","171","0.2","0.29","0"
"2024","50","050","1","01","1","REC",NULL,"BESAGNY","Laurent","M","418","0.48","0.71","0"
"2024","50","050","1","01","1","ECO",NULL,"RAJAUT","Baptiste","M","250","0.29","0.43","0"
"2024","50","050","2","02","1","REC",NULL,"RETAILLEAU","Hervé","M","721","0.74","1.08","0"
"2024","50","050","2","02","1","ENS",NULL,"SORRE","Bertrand","M","26555","27.44","39.91","0"
"2024","50","050","2","02","1","EXG",NULL,"TRAN","Mai","F","811","0.84","1.22","0"
"2024","50","050","2","02","1","UG",NULL,"GRIMBERT","Patrick","M","11529","11.91","17.33","0"
"2024","50","050","2","02","1","RN",NULL,"KURDZIEL","Marie-Françoise","F","21186","21.89","31.84","0"
"2024","50","050","2","02","1","DVD",NULL,"BARENTON GUILLAS","Julie","F","5739","5.93","8.62","0"
"2024","50","050","3","03","1","UG",NULL,"VEROVE","Gaëlle","F","15191","13.67","20.01","0"
"2024","50","050","3","03","1","UXD",NULL,"GIRY","Pierre","M","25725","23.16","33.89","0"
"2024","50","050","3","03","1","ECO",NULL,"VERLEYEN","Aurélien","M","389","0.35","0.51","0"
"2024","50","050","3","03","1","EXG",NULL,"AYOUTI","Mansour","M","629","0.57","0.83","0"
"2024","50","050","3","03","1","DIV",NULL,"MAUBÉ","Stéphanie","F","6951","6.26","9.16","0"
"2024","50","050","3","03","1","REC",NULL,"GUYOT","Christian","M","842","0.76","1.11","0"
"2024","50","050","3","03","1","ENS",NULL,"TRAVERT","Stéphane","M","25232","22.71","33.24","0"
"2024","50","050","3","03","1","DSV",NULL,"QUESNEL","Yohann","M","945","0.85","1.24","0"
"2024","50","050","4","04","1","ENS",NULL,"LEPETIT","Yann","M","10417","11.75","17.88","0"
"2024","50","050","4","04","1","DVD",NULL,"MARGUERITTE","Camille","F","8637","9.74","14.83","0"
"2024","50","050","4","04","1","UXD",NULL,"CONQUER","Nicolas","M","17481","19.72","30.01","0"
"2024","50","050","4","04","1","REC",NULL,"DA CRUZ-LEGELEUX","Yann","M","884","1","1.52","0"
"2024","50","050","4","04","1","EXG",NULL,"BENRAMDANE","Abdelkader","M","900","1.02","1.54","0"
"2024","50","050","4","04","1","UG",NULL,"PIC","Anna","F","19940","22.49","34.23","0"
"2024","51","051","1","01","1","ENS",NULL,"ALBERTINI","Xavier","M","16058","21.3","33.84","0"
"2024","51","051","1","01","1","DVD",NULL,"MEXIS","Adrien","M","17697","23.47","37.3","0"
"2024","51","051","1","01","1","EXG",NULL,"VARLET","Vincent","M","856","1.14","1.8","0"
"2024","51","051","1","01","1","UG",NULL,"BOURGOIN","Evelyne","F","12835","17.02","27.05","0"
"2024","51","051","2","02","1","REC",NULL,"PACE","Marie","F","446","0.6","0.92","0"
"2024","51","051","2","02","1","EXG",NULL,"ROSE","Thomas","M","420","0.56","0.87","0"
"2024","51","051","2","02","1","ECO",NULL,"WYSOCINSKI","Ghislain","M","1301","1.74","2.68","0"
"2024","51","051","2","02","1","DVD",NULL,"LANG","Stéphane","M","3425","4.59","7.05","0"
"2024","51","051","2","02","1","RN",NULL,"FRIGOUT","Anne-Sophie","F","17645","23.64","36.34","0"
"2024","51","051","2","02","1","UG",NULL,"PIROUELLE","Stéphane","M","10560","14.15","21.75","0"
"2024","51","051","2","02","1","ENS",NULL,"MILLER","Laure","F","14756","19.77","30.39","0"
"2024","51","051","3","03","1","REC",NULL,"SENE","Julien","M","719","0.92","1.44","0"
"2024","51","051","3","03","1","UG",NULL,"BERTHÉLÉMY","Chantal","F","9397","11.97","18.82","0"
"2024","51","051","3","03","1","DSV",NULL,"JABBOUR","Johanna","F","1219","1.55","2.44","0"
"2024","51","051","3","03","1","EXG",NULL,"CORMERAIS","Charlotte","F","769","0.98","1.54","0"
"2024","51","051","3","03","1","UXD",NULL,"MICHELET","Maxime","M","21890","27.89","43.84","0"
"2024","51","051","3","03","1","ENS",NULL,"GIRARDIN","Eric","M","15942","20.31","31.92","0"
"2024","51","051","4","04","1","UG",NULL,"LAURENT","Maxence","M","8845","11.36","17.97","0"
"2024","51","051","4","04","1","LR",NULL,"MICHEL","Gabriel","M","3249","4.17","6.6","0"
"2024","51","051","4","04","1","EXG",NULL,"GOSSEAU","Laurent","M","690","0.89","1.4","0"
"2024","51","051","4","04","1","DIV",NULL,"DUCANDA","Marty","M","134","0.17","0.27","0"
"2024","51","051","4","04","1","ENS",NULL,"MAGNIER","Lise","F","15245","19.57","30.98","0"
"2024","51","051","4","04","1","RN",NULL,"BISIAUX","Achille","M","21045","27.02","42.77","0"
"2024","51","051","5","05","1","UG",NULL,"PADIOU","Gaël","M","4774","6.31","9.36","0"
"2024","51","051","5","05","1","RN",NULL,"BESSON","Thierry","M","23954","31.68","46.99","0"
"2024","51","051","5","05","1","EXG",NULL,"BASTIEN","Joëlle","F","502","0.66","0.98","0"
"2024","51","051","5","05","1","DVC",NULL,"DE COURSON","Charles","M","21751","28.77","42.66","0"
"2024","52","052","1","01","1","EXG",NULL,"DEMAY","Sylvain","M","869","1.26","1.95","0"
"2024","52","052","1","01","1","DIV",NULL,"GALLET","Baptiste","M","355","0.51","0.79","0"
"2024","52","052","1","01","1","UG",NULL,"LAMBERT","Benjamin","M","9104","13.16","20.38","0"
"2024","52","052","1","01","1","RN",NULL,"BENTZ","Christophe","M","21815","31.54","48.83","0"
"2024","52","052","1","01","1","ENS",NULL,"ABBA","Bérangère","F","12529","18.11","28.05","0"
"2024","52","052","2","02","1","UG",NULL,"VIOT","Ingrid","F","4876","8.26","13.19","0"
"2024","52","052","2","02","1","EXG",NULL,"PRUM","Justin","M","684","1.16","1.85","0"
"2024","52","052","2","02","1","DVD",NULL,"LACROIX","Nicolas","M","10407","17.63","28.15","0"
"2024","52","052","2","02","1","RN",NULL,"ROBERT-DEHAULT","Laurence","F","21009","35.58","56.82","1"
"2024","53","053","1","01","1","UG",NULL,"GAROT","Guillaume","M","22483","30.31","45.39","0"
"2024","53","053","1","01","1","RN",NULL,"VEYRE DE SORAS","Paule","F","14161","19.09","28.59","0"
"2024","53","053","1","01","1","DVD",NULL,"HIBON ARTHUIS","Stéphanie","F","2467","3.33","4.98","0"
"2024","53","053","1","01","1","EXG",NULL,"ROMIER","Fabrice","M","465","0.63","0.94","0"
"2024","53","053","1","01","1","UDI",NULL,"SAULNIER","Vincent","M","9957","13.43","20.1","0"
"2024","53","053","2","02","1","EXG",NULL,"PLACE","Jean-Luc","M","390","0.49","0.73","0"
"2024","53","053","2","02","1","UG",NULL,"BOISSEAU","Grégory","M","12135","15.21","22.77","0"
"2024","53","053","2","02","1","RN",NULL,"CADENAS","Jean-Michel","M","16944","21.24","31.79","0"
"2024","53","053","2","02","1","DIV",NULL,"GRUDE","Patrice","M","209","0.26","0.39","0"
"2024","53","053","2","02","1","DVD",NULL,"GUYON","Pierre-Elie","M","4877","6.11","9.15","0"
"2024","53","053","2","02","1","ENS",NULL,"BANNIER","Géraldine","F","18746","23.5","35.17","0"
"2024","53","053","3","03","1","RN",NULL,"BELL","Annie","F","14884","20.49","31.11","0"
"2024","53","053","3","03","1","EXG",NULL,"AMELIN","Martine","F","494","0.68","1.03","0"
"2024","53","053","3","03","1","HOR",NULL,"FAVENNEC","Yannick","M","23294","32.06","48.68","0"
"2024","53","053","3","03","1","UG",NULL,"LEFOULON","Stéphanie","F","9176","12.63","19.18","0"
"2024","54","054","1","01","1","UG",NULL,"MERCIER","Estelle","F","20645","24.79","37.73","0"
"2024","54","054","1","01","1","EXG",NULL,"NIMSGERN","Christiane","F","741","0.89","1.35","0"
"2024","54","054","1","01","1","LR",NULL,"ARNOULD","Aurélien","M","3518","4.22","6.43","0"
"2024","54","054","1","01","1","RN",NULL,"MELET","Patricia","F","14719","17.68","26.9","0"
"2024","54","054","1","01","1","ENS",NULL,"GUILLEMARD","Philippe","M","14435","17.34","26.38","0"
"2024","54","054","1","01","1","DSV",NULL,"NESPOLO","Massimo","M","664","0.8","1.21","0"
"2024","54","054","2","02","1","RN",NULL,"MAILLOT","Geneviève","F","10131","14.92","22.45","0"
"2024","54","054","2","02","1","LR",NULL,"FROMONT","Sloane","F","2325","3.42","5.15","0"
"2024","54","054","2","02","1","ENS",NULL,"LACRESSE","Emmanuel","M","13869","20.42","30.74","0"
"2024","54","054","2","02","1","EXG",NULL,"DESTOMBES","Odile","F","365","0.54","0.81","0"
"2024","54","054","2","02","1","UG",NULL,"HABLOT","Stéphane","M","18008","26.52","39.91","0"
"2024","54","054","2","02","1","REC",NULL,"GEORGES","Lucy","F","422","0.62","0.94","0"
"2024","54","054","3","03","1","EXG",NULL,"BOURY","Xavier","M","1022","1.27","2.23","0"
"2024","54","054","3","03","1","RN",NULL,"WEBER","Frédéric","M","19938","24.8","43.46","0"
"2024","54","054","3","03","1","LR",NULL,"SERVAGI","Mathieu","M","3599","4.48","7.85","0"
"2024","54","054","3","03","1","UG",NULL,"ETIENNE","Martine","F","13068","16.26","28.49","0"
"2024","54","054","3","03","1","ENS",NULL,"MAURICE","Valérie","F","8248","10.26","17.98","0"
"2024","54","054","4","04","1","EXG",NULL,"HEILLIETTE","Geneviève","F","864","0.9","1.37","0"
"2024","54","054","4","04","1","REC",NULL,"CANTIGET","Valérie","F","719","0.75","1.14","0"
"2024","54","054","4","04","1","UG",NULL,"BERTOZZI-BIÉVELOT","Barbara","F","13009","13.49","20.59","0"
"2024","54","054","4","04","1","RN",NULL,"BILDE","Dominique","F","27618","28.64","43.7","0"
"2024","54","054","4","04","1","LR",NULL,"BAZIN","Thibault","M","20984","21.76","33.21","0"
"2024","54","054","5","05","1","EXD",NULL,"PECHER","Louis-Joseph","M","15704","19.96","30.45","0"
"2024","54","054","5","05","1","UG",NULL,"POTIER","Dominique","M","22415","28.49","43.47","0"
"2024","54","054","5","05","1","EXG",NULL,"AUBERT","Miriam","F","792","1.01","1.54","0"
"2024","54","054","5","05","1","EXD",NULL,"NUPS","Pierre-Nicolas","M","5190","6.6","10.06","0"
"2024","54","054","5","05","1","DIV",NULL,"MATHIEU","Edouard","M","244","0.31","0.47","0"
"2024","54","054","5","05","1","LR",NULL,"VINOT","Quentin","M","7220","9.18","14","0"
"2024","54","054","6","06","1","EXG",NULL,"BARBIN","Dominique","M","718","0.82","1.33","0"
"2024","54","054","6","06","1","ECO",NULL,"NOWAK","Richard","M","1133","1.29","2.09","0"
"2024","54","054","6","06","1","ENS",NULL,"TOPARSLAN","Ergün","M","8353","9.54","15.42","0"
"2024","54","054","6","06","1","LR",NULL,"SIMON","Jordan","M","4700","5.37","8.68","0"
"2024","54","054","6","06","1","RN",NULL,"BOULOGNE","Anthony","M","24121","27.55","44.53","0"
"2024","54","054","6","06","1","DSV",NULL,"THIRION","Sonia","F","664","0.76","1.23","0"
"2024","54","054","6","06","1","UG",NULL,"FIAT","Caroline","F","14479","16.53","26.73","0"
"2024","55","055","1","01","1","UG",NULL,"GUCKERT","Olivier","M","7066","9.43","14.31","0"
"2024","55","055","1","01","1","DVD",NULL,"PANCHER","Bertrand","M","16901","22.55","34.22","0"
"2024","55","055","1","01","1","EXG",NULL,"TYMEN","Blaise","M","481","0.64","0.97","0"
"2024","55","055","1","01","1","DSV",NULL,"MARIAGE","Sylvie","F","708","0.94","1.43","0"
"2024","55","055","1","01","1","DVD",NULL,"MOUTAUX","Grégoire","M","548","0.73","1.11","0"
"2024","55","055","1","01","1","RN",NULL,"AMBLARD","Maxime","M","23680","31.59","47.95","0"
"2024","55","055","2","02","1","RN",NULL,"GOULET","Florence","F","19011","32.1","50.63","1"
"2024","55","055","2","02","1","EXG",NULL,"NORDEMANN","Pierre","M","431","0.73","1.15","0"
"2024","55","055","2","02","1","UG",NULL,"LAFLOTTE","Johan","M","5391","9.1","14.36","0"
"2024","55","055","2","02","1","ECO",NULL,"LAFUE","Valentine","F","742","1.25","1.98","0"
"2024","55","055","2","02","1","DVD",NULL,"DUMONT","Jerome","M","11976","20.22","31.89","0"
"2024","56","056","1","01","1","REG",NULL,"LE SANT","Ronan","M","1084","0.94","1.28","0"
"2024","56","056","1","01","1","DVG",NULL,"LE BARAILLEC","Yann","M","1898","1.64","2.24","0"
"2024","56","056","1","01","1","RN",NULL,"MARTIN","Joseph","M","21454","18.56","25.37","0"
"2024","56","056","1","01","1","DIV",NULL,"VASSEUR","Alice","F","182","0.16","0.22","0"
"2024","56","056","1","01","1","UG",NULL,"GALLO","Anne","F","23884","20.67","28.24","0"
"2024","56","056","1","01","1","EXG",NULL,"PESCHANSKI","Marc","M","432","0.37","0.51","0"
"2024","56","056","1","01","1","ENS",NULL,"LE HÉNANFF","Anne","F","35627","30.83","42.13","0"
"2024","56","056","2","02","1","UG",NULL,"BENIGUEL","Jade","F","21405","18.82","25.8","0"
"2024","56","056","2","02","1","DVD",NULL,"CLAVREUIL","Pierre","M","7472","6.57","9","0"
"2024","56","056","2","02","1","RN",NULL,"DE KERSAUSON","Florent","M","24920","21.91","30.03","0"
"2024","56","056","2","02","1","ENS",NULL,"PAHUN","Jimmy","M","26667","23.45","32.14","0"
"2024","56","056","2","02","1","REG",NULL,"TRÉDAN","Maëlig","M","1615","1.42","1.95","0"
"2024","56","056","2","02","1","EXG",NULL,"CHEÈRE","Yves","M","899","0.79","1.08","0"
"2024","56","056","3","03","1","UG",NULL,"DORÉ-LUCAS","Marie Madeleine","F","13999","14.26","20.41","0"
"2024","56","056","3","03","1","REG",NULL,"DEVRIENDT","Jocelyne","F","1078","1.1","1.57","0"
"2024","56","056","3","03","1","ECO",NULL,"ÉPAILLARD","Lionel","M","943","0.96","1.38","0"
"2024","56","056","3","03","1","DVD",NULL,"PERRAULT","Soizic","F","8340","8.5","12.16","0"
"2024","56","056","3","03","1","ENS",NULL,"LE PEIH","Nicole","F","18222","18.56","26.57","0"
"2024","56","056","3","03","1","RN",NULL,"OLIVIERO","Antoine","M","24584","25.05","35.85","0"
"2024","56","056","3","03","1","EXG",NULL,"LEPERT","Julie","F","688","0.7","1","0"
"2024","56","056","3","03","1","DSV",NULL,"CUCINIELLO","Julie","F","719","0.73","1.05","0"
"2024","56","056","4","04","1","ECO",NULL,"MAMAR","Khaled","M","602","0.53","0.75","0"
"2024","56","056","4","04","1","EXG",NULL,"CRUNIL","Patrice","M","515","0.45","0.64","0"
"2024","56","056","4","04","1","ENS",NULL,"GUEGAN","Rozenn","F","12487","10.99","15.48","0"
"2024","56","056","4","04","1","REG",NULL,"MOLAC","Paul","M","28912","25.44","35.84","0"
"2024","56","056","4","04","1","RN",NULL,"LE CUILLIER","Katel","F","25414","22.37","31.51","0"
"2024","56","056","4","04","1","DSV",NULL,"HUET","Bernard","M","920","0.81","1.14","0"
"2024","56","056","4","04","1","UG",NULL,"LE FLECHER","Lhea","F","11809","10.39","14.64","0"
"2024","56","056","5","05","1","ENS",NULL,"MÉTAYER","Lysiane","F","19081","23.61","34.6","0"
"2024","56","056","5","05","1","UG",NULL,"GIRARD","Damien","M","19612","24.27","35.56","0"
"2024","56","056","5","05","1","EXG",NULL,"PIERRON","Blandine","F","1067","1.32","1.93","0"
"2024","56","056","5","05","1","RN",NULL,"LE GOFF","Aurélie","F","15386","19.04","27.9","0"
"2024","56","056","6","06","1","ENS",NULL,"JACQUES","Jean-Michel","M","21675","23.1","33.08","0"
"2024","56","056","6","06","1","EXG",NULL,"LAGREE","Kelig","F","1213","1.29","1.85","0"
"2024","56","056","6","06","1","DSV",NULL,"CHARLERY","Valère","M","835","0.89","1.27","0"
"2024","56","056","6","06","1","DVD",NULL,"BARACH","Daniel","M","3513","3.74","5.36","0"
"2024","56","056","6","06","1","RN",NULL,"GUIHOT-VIEIRA","Nathalie","F","22728","24.22","34.69","0"
"2024","56","056","6","06","1","UG",NULL,"BAUDRY","Jean-Michel","M","15561","16.58","23.75","0"
"2024","57","057","1","01","1","EXG",NULL,"GEORGET","Didier","M","745","0.79","1.31","0"
"2024","57","057","1","01","1","ENS",NULL,"BELHADDAD","Belkhir","M","15640","16.65","27.59","0"
"2024","57","057","1","01","1","RN",NULL,"LALOUX","Grégoire","M","22570","24.03","39.81","0"
"2024","57","057","1","01","1","DIV",NULL,"COSTA","Américo Jonas","M","618","0.66","1.09","0"
"2024","57","057","1","01","1","EXG",NULL,"LEJAL","Célia","F","202","0.22","0.36","0"
"2024","57","057","1","01","1","DSV",NULL,"JACQUES","Jean-François","M","1027","1.09","1.81","0"
"2024","57","057","1","01","1","DIV",NULL,"DUSO-BAUDUIN","Stephen","M","1094","1.16","1.93","0"
"2024","57","057","1","01","1","UG",NULL,"FELIX","Vincent","M","14793","15.75","26.1","0"
"2024","57","057","2","02","1","RN",NULL,"VOINCON","Marie-Claude","F","18352","23.9","37.48","0"
"2024","57","057","2","02","1","EXG",NULL,"RINALDI","Mario","M","461","0.6","0.94","0"
"2024","57","057","2","02","1","ENS",NULL,"MENDES","Ludovic","M","14795","19.27","30.22","0"
"2024","57","057","2","02","1","REG",NULL,"CONTAL","Aurélie","F","741","0.97","1.51","0"
"2024","57","057","2","02","1","UG",NULL,"NICOLAS","Victorien","M","13028","16.97","26.61","0"
"2024","57","057","2","02","1","DIV",NULL,"TATY BOUANGA","Gisèle","F","109","0.14","0.22","0"
"2024","57","057","2","02","1","DIV",NULL,"PARISSE","Laurent","M","1477","1.92","3.02","0"
"2024","57","057","3","03","1","RN",NULL,"CHOMARD","Victor","M","16948","22.28","35.32","0"
"2024","57","057","3","03","1","EXG",NULL,"HODARA","Etienne","M","699","0.92","1.46","0"
"2024","57","057","3","03","1","UG",NULL,"LEDUC","Charlotte","F","13565","17.84","28.27","0"
"2024","57","057","3","03","1","UDI",NULL,"COLIN-OESTERLÉ","Nathalie","F","16631","21.87","34.66","0"
"2024","57","057","3","03","1","EXG",NULL,"DIAFERIA","Gaël","M","143","0.19","0.3","0"
"2024","57","057","4","04","1","UG",NULL,"GIRARDOT","Helene","F","6156","7.62","11.8","0"
"2024","57","057","4","04","1","ENS",NULL,"CRENNER","Emilie","F","4191","5.19","8.03","0"
"2024","57","057","4","04","1","REC",NULL,"BOTT","Jean-Philippe","M","464","0.57","0.89","0"
