"dpt","dpt_url","circo","circo_url","tour","inscrits","abstentions","votants","blancs","nuls","exprimes","year"
"10","010","3","03","2","66562","37324","29238","1659","642","26937","2022"
"83","083","2","02","2","92512","51841","40671","1837","574","38260","2022"
"13","013","12","12","2","94710","55338","39372","1633","410","37329","2022"
"06","006","6","06","2","80177","43857","36320","1876","238","34206","2022"
"56","056","5","05","2","81839","40851","40988","2044","644","38300","2022"
"30","030","3","03","2","95519","49607","45912","2816","971","42125","2022"
"91","091","9","09","2","78755","43247","35508","1703","636","33169","2022"
"52","052","1","01","2","69998","35269","34729","2193","924","31612","2022"
"04","004","1","01","2","61975","29473","32502","2626","985","28891","2022"
"86","086","2","02","2","79522","37201","42321","1877","852","39592","2022"
"91","091","3","03","2","98728","50524","48204","2761","1078","44365","2022"
"59","059","5","05","2","101589","53573","48016","6052","1570","40394","2022"
"84","084","1","01","2","73786","41738","32048","2458","804","28786","2022"
"27","027","2","02","2","79055","40594","38461","2492","764","35205","2022"
"89","089","1","01","2","75760","38032","37728","3682","1047","32999","2022"
"41","041","2","02","2","80392","41586","38806","2482","870","35454","2022"
"75","075","3","03","2","73145","33008","40137","1234","447","38456","2022"
"25","025","4","04","2","65553","37331","28222","1456","572","26194","2022"
"38","038","6","06","2","89161","49642","39519","2259","599","36661","2022"
"69","069","8","08","2","105090","57339","47751","3715","1023","43013","2022"
"64","064","1","01","2","69016","32791","36225","1871","1013","33341","2022"
"75","075","7","07","2","80255","33447","46808","1195","439","45174","2022"
"27","027","5","05","2","89576","47324","42252","2764","669","38819","2022"
"27","027","1","01","2","86792","47035","39757","2304","761","36692","2022"
"099","099","8","08","2","131216","112933","18283","1468","68","16747","2022"
"37","037","4","04","2","92318","47013","45305","2337","1031","41937","2022"
"33","033","9","09","2","102191","51503","50688","3721","1511","45456","2022"
"24","024","2","02","2","84297","41662","42635","3502","1681","37452","2022"
"83","083","3","03","2","104086","54678","49408","2372","808","46228","2022"
"95","095","7","07","2","69386","39936","29450","1285","497","27668","2022"
"05","005","1","01","2","59652","29125","30527","2117","1075","27335","2022"
"975","975","1","01","2","5049","2224","2825","121","65","2639","2022"
"59","059","16","16","2","83735","48582","35153","2027","707","32419","2022"
"91","091","7","07","2","73554","40160","33394","1175","563","31656","2022"
"14","014","1","01","2","72799","33769","39030","1598","640","36792","2022"
"54","054","2","02","2","67503","34502","33001","1314","474","31213","2022"
"16","016","3","03","2","90899","45587","45312","3669","1876","39767","2022"
"33","033","12","12","2","88134","43020","45114","3064","1505","40545","2022"
"03","003","2","02","2","80971","42075","38896","4699","2105","32092","2022"
"31","031","10","10","2","103430","44787","58643","3192","1426","54025","2022"
"29","029","2","02","2","79085","40854","38231","2034","61","36136","2022"
"63","063","4","04","2","101361","51718","49643","2998","1401","45244","2022"
"76","076","1","01","2","66683","33260","33423","1367","490","31566","2022"
"21","021","3","03","2","72561","39646","32915","2388","792","29735","2022"
"986","986","1","01","2","9580","2064","7516","62","36","7418","2022"
"62","062","6","06","2","93784","46918","46866","2077","1129","43660","2022"
"16","016","1","01","2","83763","42981","40782","2012","1086","37684","2022"
"91","091","5","05","2","68469","29517","38952","1145","451","37356","2022"
"77","077","8","08","2","95210","54186","41024","1752","630","38642","2022"
"31","031","6","06","2","115579","55789","59790","3104","1551","55135","2022"
"45","045","5","05","2","73681","39363","34318","2155","680","31483","2022"
"62","062","3","03","2","83202","48535","34667","1438","712","32517","2022"
"64","064","4","04","2","80815","36672","44143","2923","1439","39781","2022"
"65","065","1","01","2","88025","41684","46341","3377","1756","41208","2022"
"72","072","4","04","2","80893","44964","35929","5090","1145","29694","2022"
"78","078","11","11","2","69381","35928","33453","1466","586","31401","2022"
"61","061","1","01","2","68543","36029","32514","2229","848","29437","2022"
"68","068","1","01","2","78291","48074","30217","1561","500","28156","2022"
"2b","02B","2","02","2","67924","32834","35090","1150","542","33398","2022"
"54","054","6","06","2","87300","50972","36328","3363","849","32116","2022"
"94","094","7","07","2","66273","35562","30711","1152","410","29149","2022"
"08","008","1","01","2","70966","38944","32022","1814","684","29524","2022"
"35","035","4","04","2","95818","47030","48788","2261","1143","45384","2022"
"38","038","5","05","2","106050","52951","53099","2592","917","49590","2022"
"27","027","4","04","2","92593","48468","44125","3825","1000","39300","2022"
"88","088","2","02","2","72550","38586","33964","1871","789","31304","2022"
"59","059","18","18","2","91116","51013","40103","1539","585","37979","2022"
"34","034","8","08","2","94363","50624","43739","3911","1320","38508","2022"
"42","042","2","02","2","50936","28835","22101","983","405","20713","2022"
"34","034","4","04","2","119180","59227","59953","6150","1895","51908","2022"
"13","013","1","01","2","81458","48574","32884","1969","476","30439","2022"
"84","084","5","05","2","84399","44540","39859","2514","806","36539","2022"
"25","025","3","03","2","64514","34752","29762","2010","695","27057","2022"
"76","076","9","09","2","95673","49753","45920","2916","1008","41996","2022"
"29","029","6","06","2","91263","41120","50143","2026","1025","47092","2022"
"73","073","4","04","2","77957","39542","38415","2037","816","35562","2022"
"987","987","1","01","2","72170","32942","39228","471","383","38374","2022"
"17","017","4","04","2","94407","48218","46189","2921","1136","42132","2022"
"72","072","3","03","2","86555","46736","39819","2687","1048","36084","2022"
"12","012","2","02","2","69154","31447","37707","2290","1390","34027","2022"
"92","092","4","04","2","80993","42895","38098","1544","239","36315","2022"
"62","062","5","05","2","90607","51747","38860","2346","1040","35474","2022"
"76","076","10","10","2","110317","54955","55362","3522","1106","50734","2022"
"93","093","12","12","2","65423","40954","24469","1182","439","22848","2022"
"77","077","4","04","2","88843","48884","39959","2426","660","36873","2022"
"31","031","7","07","2","106500","55044","51456","3437","1816","46203","2022"
"17","017","3","03","2","84195","43918","40277","3240","1290","35747","2022"
"67","067","2","02","2","73382","38710","34672","1093","415","33164","2022"
"974","974","7","07","2","118287","77977","40310","2234","2114","35962","2022"
"77","077","7","07","2","87857","50921","36936","3513","811","32612","2022"
"89","089","2","02","2","73480","37805","35675","2271","771","32633","2022"
"86","086","1","01","2","80591","40833","39758","1984","939","36835","2022"
"90","090","2","02","2","46507","24390","22117","2735","935","18447","2022"
"51","051","3","03","2","80056","44654","35402","2143","526","32733","2022"
"23","023","1","01","2","91036","43094","47942","3438","2220","42284","2022"
"57","057","3","03","2","75882","43502","32380","4310","843","27227","2022"
"67","067","1","01","2","62699","31339","31360","809","300","30251","2022"
"47","047","1","01","2","88689","44602","44087","3360","1236","39491","2022"
"04","004","2","02","2","66651","32124","34527","2329","1001","31197","2022"
"35","035","3","03","2","91858","42782","49076","1905","1012","46159","2022"
"50","050","4","04","2","89416","46921","42495","2040","769","39686","2022"
"69","069","2","02","2","74047","31883","42164","1289","504","40371","2022"
"75","075","18","18","2","70689","30795","39894","977","358","38559","2022"
"59","059","3","03","2","92345","54707","37638","1429","524","35685","2022"
"17","017","5","05","2","119750","60244","59506","3646","1291","54569","2022"
"24","024","1","01","2","77823","37874","39949","2671","1859","35419","2022"
"974","974","3","03","2","96233","62015","34218","2215","2726","29277","2022"
"88","088","4","04","2","65292","32844","32448","1899","809","29740","2022"
"54","054","3","03","2","80751","51770","28981","1569","675","26737","2022"
"94","094","3","03","2","74047","42848","31199","1665","507","29027","2022"
"13","013","13","13","2","94398","52724","41674","2261","760","38653","2022"
"87","087","3","03","2","82050","39921","42129","2704","1898","37527","2022"
"971","971","3","03","2","84339","58807","25532","889","848","23795","2022"
"38","038","2","02","2","78601","43915","34686","1544","546","32596","2022"
"26","026","3","03","2","110921","48889","62032","3727","1552","56753","2022"
"63","063","1","01","2","84198","46788","37410","1744","840","34826","2022"
"59","059","13","13","2","87014","53037","33977","1822","602","31553","2022"
"38","038","10","10","2","98834","56583","42251","2882","742","38627","2022"
"35","035","1","01","2","93501","42819","50682","1953","833","47896","2022"
"44","044","6","06","2","115404","60449","54955","2803","1339","50813","2022"
"31","031","2","02","2","105339","50683","54656","2501","1314","50841","2022"
"68","068","2","02","2","92585","54927","37658","2863","872","33923","2022"
"30","030","5","05","2","98485","48392","50093","4999","1701","43393","2022"
"13","013","8","08","2","102850","56801","46049","2364","758","42927","2022"
"59","059","14","14","2","99422","53339","46083","2134","878","43071","2022"
"77","077","5","05","2","88370","51496","36874","2521","622","33731","2022"
"75","075","14","14","2","76071","37486","38585","1206","290","37089","2022"
"33","033","10","10","2","83290","42467","40823","2961","1096","36766","2022"
"33","033","2","02","2","72301","34475","37826","1003","393","36430","2022"
"91","091","6","06","2","83269","41509","41760","1434","570","39756","2022"
"87","087","1","01","2","84309","41285","43024","2439","1810","38775","2022"
"22","022","4","04","2","81129","36841","44288","2280","1353","40655","2022"
"83","083","1","01","2","72280","40984","31296","1615","426","29255","2022"
"93","093","5","05","2","65244","39723","25521","690","329","24502","2022"
"14","014","3","03","2","79782","41796","37986","2450","871","34665","2022"
"37","037","1","01","2","71161","36800","34361","1180","549","32632","2022"
"93","093","8","08","2","61647","35255","26392","1458","352","24582","2022"
"57","057","1","01","2","93046","57228","35818","2459","643","32716","2022"
"38","038","8","08","2","82512","45219","37293","2566","694","34033","2022"
"71","071","3","03","2","81182","43000","38182","2789","986","34407","2022"
"76","076","4","04","2","87128","49056","38072","3987","1022","33063","2022"
"80","080","3","03","2","82597","40012","42585","2257","811","39517","2022"
"68","068","3","03","2","87107","50068","37039","1717","528","34794","2022"
"92","092","9","09","2","63461","31668","31793","2413","0","29380","2022"
"28","028","3","03","2","71323","38830","32493","2034","703","29756","2022"
"93","093","3","03","2","75681","42017","33664","1427","572","31665","2022"
"099","099","9","09","2","120553","98709","21844","795","62","20987","2022"
"75","075","8","08","2","85267","38854","46413","1735","623","44055","2022"
"973","973","2","02","2","46589","30912","15677","222","164","15291","2022"
"86","086","3","03","2","73004","36692","36312","2930","1063","32319","2022"
"31","031","1","01","2","83951","40710","43241","1705","701","40835","2022"
"21","021","5","05","2","85691","44903","40788","3039","818","36931","2022"
"60","060","4","04","2","93576","50976","42600","2709","882","39009","2022"
"77","077","10","10","2","81517","46996","34521","1334","583","32604","2022"
"18","018","2","02","2","68858","38421","30437","2891","1000","26546","2022"
"58","058","1","01","2","74670","40922","33748","2633","703","30412","2022"
"75","075","10","10","2","70239","32105","38134","1236","505","36393","2022"
"44","044","8","08","2","90161","47886","42275","1809","807","39659","2022"
"59","059","20","20","2","81528","49337","32191","1509","518","30164","2022"
"86","086","4","04","2","73885","39824","34061","2160","865","31036","2022"
"62","062","2","02","2","87622","44772","42850","2901","1633","38316","2022"
"92","092","11","11","2","70797","33531","37266","1060","442","35764","2022"
"69","069","3","03","2","72457","32322","40135","1152","462","38521","2022"
"02","002","3","03","2","66718","36693","30025","1137","467","28421","2022"
"18","018","3","03","2","84503","43839","40664","2667","795","37202","2022"
"68","068","4","04","2","104018","61043","42975","2017","523","40435","2022"
"16","016","2","02","2","83709","43745","39964","2623","1149","36192","2022"
"13","013","11","11","2","92291","51339","40952","2573","776","37603","2022"
"41","041","3","03","2","81928","40045","41883","2691","871","38321","2022"
"91","091","10","10","2","61842","36072","25770","1114","526","24130","2022"
"09","009","1","01","2","57471","27001","30470","2405","1402","26663","2022"
"68","068","6","06","2","94500","58483","36017","1992","391","33634","2022"
"51","051","4","04","2","77098","43398","33700","1848","596","31256","2022"
"55","055","1","01","2","75640","39269","36371","1480","547","34344","2022"
"75","075","4","04","2","72986","36764","36222","1377","297","34548","2022"
"24","024","4","04","2","89793","40758","49035","3231","2126","43678","2022"
"03","003","1","01","2","89357","45731","43626","2809","1489","39328","2022"
"93","093","10","10","2","69264","42633","26631","756","253","25622","2022"
"69","069","6","06","2","89588","50805","38783","1526","532","36725","2022"
"44","044","3","03","2","96753","49460","47293","2169","535","44589","2022"
"95","095","10","10","2","67953","39943","28010","1363","398","26249","2022"
"44","044","2","02","2","91423","41086","50337","1664","551","48122","2022"
"76","076","5","05","2","95185","49929","45256","3391","880","40985","2022"
"62","062","8","08","2","92206","48333","43873","1931","1093","40849","2022"
"62","062","7","07","2","94080","55621","38459","1570","827","36062","2022"
"59","059","11","11","2","94445","52275","42170","1826","991","39353","2022"
"71","071","4","04","2","83089","45091","37998","2623","882","34493","2022"
"62","062","4","04","2","89977","45178","44799","2289","1116","41394","2022"
"78","078","8","08","2","74523","44355","30168","1461","612","28095","2022"
"95","095","9","09","2","70504","44023","26481","2034","638","23809","2022"
"13","013","5","05","2","73610","40896","32714","1588","591","30535","2022"
"67","067","8","08","2","94522","54954","39568","1297","533","37738","2022"
"69","069","14","14","2","75892","49734","26158","1201","619","24338","2022"
"59","059","21","21","2","81073","48973","32100","1485","507","30108","2022"
"38","038","3","03","2","60402","32384","28018","986","368","26664","2022"
"2a","02A","2","02","2","61834","34461","27373","1043","732","25598","2022"
"76","076","6","06","2","109827","56097","53730","4364","1275","48091","2022"
"78","078","9","09","2","92996","51978","41018","3157","780","37081","2022"
"79","079","2","02","2","98305","51462","46843","2281","1347","43215","2022"
"13","013","6","06","2","78511","47583","30928","1716","456","28756","2022"
"67","067","6","06","2","97620","55041","42579","2100","614","39865","2022"
"35","035","8","08","2","90997","40157","50840","1492","598","48750","2022"
"59","059","2","02","2","86855","47223","39632","1424","725","37483","2022"
"44","044","4","04","2","93281","45376","47905","1652","737","45516","2022"
"75","075","5","05","2","79355","35104","44251","1044","390","42817","2022"
"75","075","9","09","2","70816","33121","37695","1507","640","35548","2022"
"38","038","4","04","2","91894","47868","44026","1945","715","41366","2022"
"02","002","2","02","2","73189","41347","31842","1332","489","30021","2022"
"36","036","2","02","2","88363","45159","43204","3191","1333","38680","2022"
"82","082","1","01","2","93022","45622","47400","2779","1173","43448","2022"
"60","060","1","01","2","83131","45554","37577","1810","662","35105","2022"
"75","075","15","15","2","79108","41201","37907","1643","510","35754","2022"
"31","031","9","09","2","80654","40853","39801","1755","899","37147","2022"
"971","971","2","02","2","87777","59511","28266","770","1097","26399","2022"
"972","972","3","03","2","60512","46088","14424","670","452","13302","2022"
"987","987","2","02","2","67260","32601","34659","349","386","33924","2022"
"37","037","5","05","2","87118","45613","41505","3248","916","37341","2022"
"57","057","5","05","2","72438","43251","29187","1059","367","27761","2022"
"31","031","4","04","2","68593","34077","34516","1143","525","32848","2022"
"33","033","3","03","2","89496","46610","42886","1613","666","40607","2022"
"10","010","2","02","2","75273","40144","35129","1523","450","33156","2022"
"72","072","5","05","2","87884","48410","39474","3255","641","35578","2022"
"38","038","7","07","2","96144","52393","43751","3121","897","39733","2022"
"33","033","4","04","2","98473","57003","41470","2129","1039","38302","2022"
"60","060","5","05","2","73335","40467","32868","1576","463","30829","2022"
"67","067","9","09","2","95510","56477","39033","1514","543","36976","2022"
"91","091","1","01","2","73488","45705","27783","1378","548","25857","2022"
"14","014","2","02","2","68628","35094","33534","1190","665","31679","2022"
"40","040","3","03","2","99511","46543","52968","2951","1630","48387","2022"
"59","059","8","08","2","68616","46348","22268","899","372","20997","2022"
"33","033","8","08","2","119823","62431","57392","3699","1286","52407","2022"
"07","007","1","01","2","79312","40097","39215","2390","936","35889","2022"
"28","028","4","04","2","67237","35810","31427","1539","515","29373","2022"
"31","031","8","08","2","86162","41819","44343","2829","1456","40058","2022"
"67","067","5","05","2","106193","61193","45000","2371","719","41910","2022"
"21","021","4","04","2","68400","33383","35017","2472","754","31791","2022"
"974","974","1","01","2","85938","58634","27304","1564","1224","24516","2022"
"61","061","2","02","2","66067","33966","32101","1811","493","29797","2022"
"85","085","5","05","2","84119","44148","39971","2497","887","36587","2022"
"80","080","1","01","2","84051","46400","37651","4034","1276","32341","2022"
"987","987","3","03","2","66921","30372","36549","399","376","35774","2022"
"974","974","4","04","2","108941","60812","48129","1395","1839","44895","2022"
"87","087","2","02","2","98185","46695","51490","5192","2811","43487","2022"
"85","085","3","03","2","135259","71334","63925","3674","1462","58789","2022"
"90","090","1","01","2","47739","26086","21653","1513","603","19537","2022"
"95","095","8","08","2","54531","35353","19178","603","296","18279","2022"
"54","054","4","04","2","97544","54721","42823","2005","691","40127","2022"
"28","028","2","02","2","75046","44205","30841","1516","514","28811","2022"
"972","972","1","01","2","80030","60645","19385","748","626","18011","2022"
"32","032","2","02","2","73848","34983","38865","2382","1228","35255","2022"
"2b","02B","1","01","2","61510","37895","23615","1142","694","21779","2022"
"51","051","5","05","2","75997","40776","35221","1042","348","33831","2022"
"06","006","9","09","2","81481","47553","33928","1826","456","31646","2022"
"72","072","2","02","2","83278","47316","35962","3039","572","32351","2022"
"74","074","6","06","2","81409","47867","33542","2219","587","30736","2022"
"54","054","5","05","2","78482","42325","36157","1239","409","34509","2022"
"53","053","1","01","2","73690","39704","33986","1359","710","31917","2022"
"94","094","11","11","2","64990","35119","29871","1149","332","28390","2022"
"34","034","2","02","2","65431","36984","28447","1149","443","26855","2022"
"972","972","2","02","2","80053","58543","21510","787","611","20112","2022"
"95","095","5","05","2","69293","43421","25872","905","409","24558","2022"
"63","063","2","02","2","90091","44608","45483","2392","1401","41690","2022"
"67","067","7","07","2","85756","50064","35692","1405","434","33853","2022"
"94","094","2","02","2","66114","38982","27132","999","397","25736","2022"
"77","077","11","11","2","66546","40793","25753","1484","294","23975","2022"
"13","013","7","07","2","67134","47738","19396","671","234","18491","2022"
"59","059","1","01","2","64243","36057","28186","1037","437","26712","2022"
"76","076","8","08","2","65792","41312","24480","1410","81","22989","2022"
"977","977","1","01","2","24567","18533","6034","122","78","5834","2022"
"88","088","1","01","2","76780","42864","33916","1508","507","31901","2022"
"94","094","9","09","2","54172","32476","21696","792","426","20478","2022"
"94","094","10","10","2","67134","38021","29113","973","432","27708","2022"
"08","008","3","03","2","55162","30999","24163","816","357","22990","2022"
"93","093","9","09","2","73747","42932","30815","1047","473","29295","2022"
"57","057","4","04","2","80993","46555","34438","1407","338","32693","2022"
"08","008","2","02","2","60754","36321","24433","1001","406","23026","2022"
"974","974","2","02","2","98988","70114","28874","1205","1492","26177","2022"
"63","063","5","05","2","104443","55101","49342","3328","1415","44599","2022"
"61","061","3","03","2","71129","37419","33710","2135","561","31014","2022"
"92","092","1","01","2","65841","40522","25319","1002","183","24134","2022"
"76","076","3","03","2","70128","40669","29459","2110","535","26814","2022"
"972","972","4","04","2","83960","60986","22974","820","676","21478","2022"
"93","093","1","01","2","67264","41824","25440","750","339","24351","2022"
"56","056","4","04","2","111738","57742","53996","1927","760","51309","2022"
"13","013","4","04","2","64943","40532","24411","882","371","23158","2022"
"971","971","1","01","2","75973","52948","23025","799","1124","21102","2022"
"88","088","3","03","2","63943","34223","29720","1021","376","28323","2022"
"93","093","6","06","2","58109","35796","22313","707","324","21282","2022"
"93","093","2","02","2","55152","37614","17538","549","242","16747","2022"
"93","093","4","04","2","65132","48841","16291","3155","304","12832","2022"
"93","093","11","11","2","63427","48900","14527","2691","540","11296","2022"
"971","971","4","04","2","68265","55764","12501","1384","484","10633","2022"
"01","001","1","01","1","86843","25013","61830","929","406","60495","2024"
"01","001","2","02","1","101874","28437","73437","1198","321","71918","2024"
"01","001","3","03","1","84130","29169","54961","860","381","53720","2024"
"01","001","4","04","1","96119","28539","67580","1361","532","65687","2024"
"01","001","5","05","1","77900","24927","52973","978","463","51532","2024"
"02","002","1","01","1","72055","24968","47087","1189","429","45469","2024"
"02","002","2","02","1","73165","26471","46694","716","303","45675","2024"
"02","002","3","03","1","65988","23648","42340","952","487","40901","2024"
"02","002","4","04","1","78936","30463","48473","992","400","47081","2024"
"02","002","5","05","1","82511","28600","53911","1029","743","52139","2024"
"03","003","1","01","1","88547","27288","61259","1185","974","59100","2024"
"03","003","2","02","1","79877","25531","54346","1409","1056","51881","2024"
"03","003","3","03","1","80068","24756","55312","1011","709","53592","2024"
"04","004","1","01","1","61473","18194","43279","875","378","42026","2024"
"04","004","2","02","1","66671","20111","46560","1295","480","44785","2024"
"05","005","1","01","1","60047","17527","42520","833","440","41247","2024"
"05","005","2","02","1","54517","14801","39716","704","298","38714","2024"
"06","006","1","01","1","81879","30141","51738","667","362","50709","2024"
"06","006","2","02","1","90381","29314","61067","996","430","59641","2024"
"06","006","3","03","1","91724","32712","59012","763","412","57837","2024"
"06","006","4","04","1","85660","29789","55871","985","637","54249","2024"
"06","006","5","05","1","91232","30418","60814","1114","503","59197","2024"
"06","006","6","06","1","80186","24490","55696","980","231","54485","2024"
"06","006","7","07","1","96284","29396","66888","761","261","65866","2024"
"06","006","8","08","1","84414","29740","54674","581","257","53836","2024"
"06","006","9","09","1","82386","27287","55099","684","237","54178","2024"
"07","007","1","01","1","79596","23605","55991","1072","507","54412","2024"
"07","007","2","02","1","97138","26734","70404","1420","694","68290","2024"
"07","007","3","03","1","81022","22335","58687","845","471","57371","2024"
"08","008","1","01","1","70664","23113","47551","660","411","46480","2024"
"08","008","2","02","1","60281","22712","37569","375","223","36971","2024"
"08","008","3","03","1","54484","18614","35870","349","258","35263","2024"
"09","009","1","01","1","57416","16585","40831","1947","953","37931","2024"
"09","009","2","02","1","62051","18562","43489","1475","746","41268","2024"
"10","010","1","01","1","63973","20479","43494","836","614","42044","2024"
"10","010","2","02","1","73976","23037","50939","708","451","49780","2024"
"10","010","3","03","1","65463","22892","42571","531","309","41731","2024"
"11","011","1","01","1","99220","29752","69468","1755","988","66725","2024"
"11","011","2","02","1","92832","29908","62924","1312","910","60702","2024"
"11","011","3","03","1","89859","25094","64765","1327","922","62516","2024"
"12","012","1","01","1","78345","20567","57778","1310","602","55866","2024"
"12","012","2","02","1","68217","17951","50266","1393","786","48087","2024"
"12","012","3","03","1","72271","19095","53176","1481","804","50891","2024"
"13","013","1","01","1","82792","28226","54566","927","327","53312","2024"
"13","013","2","02","1","84440","24873","59567","585","230","58752","2024"
"13","013","3","03","1","77838","30047","47791","817","331","46643","2024"
"13","013","4","04","1","67303","26955","40348","459","308","39581","2024"
"13","013","5","05","1","75461","24486","50975","472","297","50206","2024"
"13","013","6","06","1","79685","28613","51072","757","278","50037","2024"
"13","013","7","07","1","69089","32915","36174","527","245","35402","2024"
"13","013","8","08","1","103683","32836","70847","897","516","69434","2024"
"13","013","9","09","1","101433","33224","68209","985","438","66786","2024"
"13","013","10","10","1","110764","31704","79060","1286","625","77149","2024"
"13","013","11","11","1","93649","29051","64598","1111","392","63095","2024"
"13","013","12","12","1","95365","32546","62819","1296","330","61193","2024"
"13","013","13","13","1","94838","34075","60763","1332","714","58717","2024"
"13","013","14","14","1","99986","29759","70227","1118","439","68670","2024"
"13","013","15","15","1","110706","32577","78129","1726","634","75769","2024"
"13","013","16","16","1","91684","30124","61560","1088","667","59805","2024"
"14","014","1","01","1","73296","19818","53478","663","397","52418","2024"
"14","014","2","02","1","69012","21574","47438","626","376","46436","2024"
"14","014","3","03","1","79965","26062","53903","939","462","52502","2024"
"14","014","4","04","1","104874","31369","73505","1000","492","72013","2024"
"14","014","5","05","1","92946","25628","67318","952","453","65913","2024"
"14","014","6","06","1","96333","27634","68699","1589","708","66402","2024"
"15","015","1","01","1","62314","16947","45367","744","509","44114","2024"
"15","015","2","02","1","52310","15232","37078","592","376","36110","2024"
"16","016","1","01","1","84158","27181","56977","1079","510","55388","2024"
"16","016","2","02","1","83360","26161","57199","1304","790","55105","2024"
"16","016","3","03","1","90666","27608","63058","1465","1109","60484","2024"
"17","017","1","01","1","111882","34147","77735","1055","383","76297","2024"
"17","017","2","02","1","113630","33612","80018","1379","577","78062","2024"
"17","017","3","03","1","83726","26017","57709","1304","690","55715","2024"
"17","017","4","04","1","94544","29499","65045","1370","610","63065","2024"
"17","017","5","05","1","120296","35196","85100","1609","676","82815","2024"
"18","018","1","01","1","70401","23447","46954","1326","306","45322","2024"
"18","018","2","02","1","68476","24480","43996","949","530","42517","2024"
"18","018","3","03","1","83645","27519","56126","1215","450","54461","2024"
"19","019","1","01","1","91747","23242","68505","1563","1242","65700","2024"
"19","019","2","02","1","93265","26494","66771","1488","1205","64078","2024"
"21","021","1","01","1","70495","19250","51245","657","255","50333","2024"
"21","021","2","02","1","72011","21398","50613","767","248","49598","2024"
"21","021","3","03","1","72426","22067","50359","927","319","49113","2024"
"21","021","4","04","1","67447","19022","48425","1083","374","46968","2024"
"21","021","5","05","1","85576","25052","60524","1464","540","58520","2024"
"22","022","1","01","1","90639","23382","67257","1142","535","65580","2024"
"22","022","2","02","1","104517","26320","78197","958","676","76563","2024"
"22","022","3","03","1","89421","23834","65587","795","581","64211","2024"
"22","022","4","04","1","81566","21928","59638","1441","757","57440","2024"
"22","022","5","05","1","107761","27048","80713","1784","971","77958","2024"
"23","023","1","01","1","89980","26423","63557","1468","907","61182","2024"
"24","024","1","01","1","78107","23125","54982","1245","922","52815","2024"
"24","024","2","02","1","84286","25227","59059","1134","857","57068","2024"
"24","024","3","03","1","66947","17473","49474","995","898","47581","2024"
"24","024","4","04","1","89941","24171","65770","1483","1071","63216","2024"
"25","025","1","01","1","75793","22151","53642","1096","414","52132","2024"
"25","025","2","02","1","78875","21525","57350","858","408","56084","2024"
"25","025","3","03","1","64748","20526","44222","1149","692","42381","2024"
"25","025","4","04","1","65469","22583","42886","761","413","41712","2024"
"25","025","5","05","1","85263","25970","59293","871","591","57831","2024"
"26","026","1","01","1","77635","24587","53048","751","349","51948","2024"
"26","026","2","02","1","97115","31067","66048","1192","656","64200","2024"
"26","026","3","03","1","110892","27873","83019","1584","785","80650","2024"
"26","026","4","04","1","100702","29763","70939","1040","525","69374","2024"
"27","027","1","01","1","87391","30142","57249","1220","473","55556","2024"
"27","027","2","02","1","79112","25043","54069","1095","338","52636","2024"
"27","027","3","03","1","85635","26772","58863","1170","383","57310","2024"
"27","027","4","04","1","93502","30390","63112","1065","349","61698","2024"
"27","027","5","05","1","89810","29617","60193","1060","357","58776","2024"
"28","028","1","01","1","91565","29049","62516","1035","350","61131","2024"
"28","028","2","02","1","75563","27860","47703","723","257","46723","2024"
"28","028","3","03","1","71148","24429","46719","1120","376","45223","2024"
"28","028","4","04","1","67351","22555","44796","823","275","43698","2024"
"29","029","1","01","1","92336","22747","69589","1156","495","67938","2024"
"29","029","2","02","1","78166","23609","54557","1075","56","53426","2024"
"29","029","3","03","1","93853","24830","69023","1505","358","67160","2024"
"29","029","4","04","1","84364","22356","62008","963","365","60680","2024"
"29","029","5","05","1","98753","26029","72724","1119","437","71168","2024"
"29","029","6","06","1","91534","24603","66931","1294","521","65116","2024"
"29","029","7","07","1","83684","21105","62579","1032","521","61026","2024"
"29","029","8","08","1","91739","25116","66623","1139","542","64942","2024"
"2a","02A","1","01","1","52490","18651","33839","370","210","33259","2024"
"2a","02A","2","02","1","62495","22874","39621","470","344","38807","2024"
"2b","02B","1","01","1","62110","23557","38553","499","363","37691","2024"
"2b","02B","2","02","1","67927","22748","45179","454","377","44348","2024"
"30","030","1","01","1","90362","32430","57932","870","364","56698","2024"
"30","030","2","02","1","96319","28967","67352","968","456","65928","2024"
"30","030","3","03","1","95926","27884","68042","1280","497","66265","2024"
"30","030","4","04","1","95047","28841","66206","1230","555","64421","2024"
"30","030","5","05","1","98971","29371","69600","1590","705","67305","2024"
"30","030","6","06","1","85573","28865","56708","797","327","55584","2024"
"31","031","1","01","1","85231","24260","60971","1173","521","59277","2024"
"31","031","2","02","1","106597","29396","77201","1540","644","75017","2024"
"31","031","3","03","1","81919","19856","62063","815","328","60920","2024"
"31","031","4","04","1","69960","20810","49150","650","397","48103","2024"
"31","031","5","05","1","108786","30528","78258","1933","672","75653","2024"
"31","031","6","06","1","117374","29722","87652","1621","714","85317","2024"
"31","031","7","07","1","108229","31112","77117","1914","795","74408","2024"
"31","031","8","08","1","86096","25122","60974","1322","709","58943","2024"
"31","031","9","09","1","81368","24179","57189","1026","469","55694","2024"
"31","031","10","10","1","105152","23611","81541","1898","629","79014","2024"
"32","032","1","01","1","73258","19098","54160","1382","769","52009","2024"
"32","032","2","02","1","73646","19322","54324","1082","436","52806","2024"
