"dpt","dpt_url","circo","circo_url","tour","inscrits","abstentions","votants","blancs","nuls","exprimes","year"
"33","033","1","01","1","105863","29920","75943","1002","388","74553","2024"
"33","033","2","02","1","74146","19734","54412","529","197","53686","2024"
"33","033","3","03","1","91635","28457","63178","1176","463","61539","2024"
"33","033","4","04","1","99767","34194","65573","1081","532","63960","2024"
"33","033","5","05","1","123063","37023","86040","1641","618","83781","2024"
"33","033","6","06","1","109009","28883","80126","1398","518","78210","2024"
"33","033","7","07","1","80692","22563","58129","832","376","56921","2024"
"33","033","8","08","1","121558","34656","86902","1463","663","84776","2024"
"33","033","9","09","1","103847","28885","74962","1885","776","72301","2024"
"33","033","10","10","1","83589","24550","59039","1267","605","57167","2024"
"33","033","11","11","1","99996","32559","67437","1778","804","64855","2024"
"33","033","12","12","1","89111","24589","64522","1413","580","62529","2024"
"34","034","1","01","1","91368","28757","62611","1024","339","61248","2024"
"34","034","2","02","1","67226","23960","43266","547","282","42437","2024"
"34","034","3","03","1","94056","24655","69401","1164","482","67755","2024"
"34","034","4","04","1","120416","32147","88269","2111","804","85354","2024"
"34","034","5","05","1","100010","30432","69578","1736","776","67066","2024"
"34","034","6","06","1","94941","31359","63582","941","363","62278","2024"
"34","034","7","07","1","110462","35529","74933","1485","873","72575","2024"
"34","034","8","08","1","95644","29580","66064","1112","571","64381","2024"
"34","034","9","09","1","90642","29271","61371","1124","581","59666","2024"
"35","035","1","01","1","94338","25504","68834","1089","458","67287","2024"
"35","035","2","02","1","99900","23110","76790","1022","450","75318","2024"
"35","035","3","03","1","93374","24526","68848","1162","646","67040","2024"
"35","035","4","04","1","97688","26760","70928","1420","543","68965","2024"
"35","035","5","05","1","111588","30678","80910","1902","870","78138","2024"
"35","035","6","06","1","90648","24462","66186","1141","536","64509","2024"
"35","035","7","07","1","106649","30003","76646","1095","437","75114","2024"
"35","035","8","08","1","91957","22703","69254","717","354","68183","2024"
"36","036","1","01","1","77075","26156","50919","1132","646","49141","2024"
"36","036","2","02","1","87371","26395","60976","1400","814","58762","2024"
"37","037","1","01","1","71964","24259","47705","565","254","46886","2024"
"37","037","2","02","1","93120","27451","65669","1302","530","63837","2024"
"37","037","3","03","1","99411","29596","69815","1633","729","67453","2024"
"37","037","4","04","1","92734","29246","63488","1145","531","61812","2024"
"37","037","5","05","1","87677","26115","61562","1165","483","59914","2024"
"38","038","1","01","1","83879","20247","63632","675","237","62720","2024"
"38","038","2","02","1","79215","25415","53800","898","295","52607","2024"
"38","038","3","03","1","57458","17232","40226","446","250","39530","2024"
"38","038","4","04","1","92601","26385","66216","1100","329","64787","2024"
"38","038","5","05","1","106949","28351","78598","1297","405","76896","2024"
"38","038","6","06","1","91054","28202","62852","1201","316","61335","2024"
"38","038","7","07","1","97000","27807","69193","1042","378","67773","2024"
"38","038","8","08","1","82842","24248","58594","1026","336","57232","2024"
"38","038","9","09","1","101320","28739","72581","1447","309","70825","2024"
"38","038","10","10","1","99395","31677","67718","1152","380","66186","2024"
"39","039","1","01","1","64925","18533","46392","1025","481","44886","2024"
"39","039","2","02","1","55723","17006","38717","766","356","37595","2024"
"39","039","3","03","1","70205","20295","49910","791","408","48711","2024"
"40","040","1","01","1","109697","31682","78015","1714","725","75576","2024"
"40","040","2","02","1","124617","35132","89485","1886","899","86700","2024"
"40","040","3","03","1","100020","26854","73166","1583","877","70706","2024"
"41","041","1","01","1","82706","26854","55852","1221","478","54153","2024"
"41","041","2","02","1","80280","26185","54095","1903","676","51516","2024"
"41","041","3","03","1","81054","24082","56972","1190","557","55225","2024"
"42","042","1","01","1","63963","21540","42423","585","250","41588","2024"
"42","042","2","02","1","50889","18558","32331","474","178","31679","2024"
"42","042","3","03","1","84404","27063","57341","1310","240","55791","2024"
"42","042","4","04","1","104493","32052","72441","1513","458","70470","2024"
"42","042","5","05","1","101589","28855","72734","1187","497","71050","2024"
"42","042","6","06","1","111857","31623","80234","1548","581","78105","2024"
"43","043","1","01","1","102716","27850","74866","1020","448","73398","2024"
"43","043","2","02","1","79390","22317","57073","834","481","55758","2024"
"44","044","1","01","1","77342","21170","56172","1193","181","54798","2024"
"44","044","2","02","1","91532","23971","67561","832","266","66463","2024"
"44","044","3","03","1","97389","30116","67273","1242","315","65716","2024"
"44","044","4","04","1","93228","26440","66788","984","423","65381","2024"
"44","044","5","05","1","127978","33612","94366","1820","649","91897","2024"
"44","044","6","06","1","117288","35797","81491","1919","778","78794","2024"
"44","044","7","07","1","118946","33383","85563","2478","646","82439","2024"
"44","044","8","08","1","91147","30695","60452","945","392","59115","2024"
"44","044","9","09","1","132667","38045","94622","1943","875","91804","2024"
"44","044","10","10","1","126331","33656","92675","1807","744","90124","2024"
"45","045","1","01","1","78309","24145","54164","803","282","53079","2024"
"45","045","2","02","1","88601","29765","58836","836","398","57602","2024"
"45","045","3","03","1","70445","22115","48330","1005","382","46943","2024"
"45","045","4","04","1","74099","26054","48045","955","305","46785","2024"
"45","045","5","05","1","73581","24246","49335","793","365","48177","2024"
"45","045","6","06","1","76084","23787","52297","867","340","51090","2024"
"46","046","1","01","1","73047","19371","53676","598","575","52503","2024"
"46","046","2","02","1","66320","17023","49297","1114","880","47303","2024"
"47","047","1","01","1","88558","25872","62686","1456","841","60389","2024"
"47","047","2","02","1","76944","23601","53343","1195","877","51271","2024"
"47","047","3","03","1","75786","22782","53004","900","576","51528","2024"
"48","048","1","01","1","59764","14919","44845","914","453","43478","2024"
"49","049","1","01","1","88675","26601","62074","1016","518","60540","2024"
"49","049","2","02","1","95583","27970","67613","1325","544","65744","2024"
"49","049","3","03","1","72748","22879","49869","918","470","48481","2024"
"49","049","4","04","1","76126","22834","53292","1085","586","51621","2024"
"49","049","5","05","1","80097","25757","54340","1207","529","52604","2024"
"49","049","6","06","1","99656","29883","69773","1618","766","67389","2024"
"49","049","7","07","1","84491","24926","59565","1305","544","57716","2024"
"50","050","1","01","1","86727","26692","60035","929","328","58778","2024"
"50","050","2","02","1","96780","28521","68259","1193","525","66541","2024"
"50","050","3","03","1","111098","33235","77863","1454","505","75904","2024"
"50","050","4","04","1","88663","28923","59740","1082","399","58259","2024"
"51","051","1","01","1","75390","26815","48575","789","340","47446","2024"
"51","051","2","02","1","74627","25184","49443","552","338","48553","2024"
"51","051","3","03","1","78476","26708","51768","1257","575","49936","2024"
"51","051","4","04","1","77894","27404","50490","840","442","49208","2024"
"51","051","5","05","1","75602","23631","51971","616","374","50981","2024"
"52","052","1","01","1","69171","22577","46594","1159","763","44672","2024"
"52","052","2","02","1","59043","20971","38072","670","426","36976","2024"
"53","053","1","01","1","74167","23384","50783","859","391","49533","2024"
"53","053","2","02","1","79759","24780","54979","1161","517","53301","2024"
"53","053","3","03","1","72655","23470","49185","867","470","47848","2024"
"54","054","1","01","1","83269","27392","55877","798","357","54722","2024"
"54","054","2","02","1","67916","22031","45885","548","217","45120","2024"
"54","054","3","03","1","80382","33246","47136","896","365","45875","2024"
"54","054","4","04","1","96430","31625","64805","1105","506","63194","2024"
"54","054","5","05","1","78674","25494","53180","1163","452","51565","2024"
"54","054","6","06","1","87566","31866","55700","1090","442","54168","2024"
"55","055","1","01","1","74962","24016","50946","932","630","49384","2024"
"55","055","2","02","1","59230","20631","38599","691","357","37551","2024"
"56","056","1","01","1","115573","29345","86228","1251","416","84561","2024"
"56","056","2","02","1","113726","28784","84942","1402","562","82978","2024"
"56","056","3","03","1","98154","27644","70510","1343","594","68573","2024"
"56","056","4","04","1","113628","31619","82009","1011","339","80659","2024"
"56","056","5","05","1","80820","24235","56585","1128","311","55146","2024"
"56","056","6","06","1","93830","26326","67504","1404","575","65525","2024"
"57","057","1","01","1","93930","35384","58546","1367","490","56689","2024"
"57","057","2","02","1","76778","26337","50441","1022","456","48963","2024"
"57","057","3","03","1","76057","26714","49343","991","366","47986","2024"
"57","057","4","04","1","80777","27484","53293","703","400","52190","2024"
"57","057","5","05","1","72095","26977","45118","763","405","43950","2024"
"57","057","6","06","1","66393","28988","37405","666","246","36493","2024"
"57","057","7","07","1","89245","34093","55152","1242","412","53498","2024"
"57","057","8","08","1","91374","39048","52326","1112","401","50813","2024"
"57","057","9","09","1","100711","34994","65717","1308","460","63949","2024"
"58","058","1","01","1","73850","25963","47887","1217","432","46238","2024"
"58","058","2","02","1","78765","24509","54256","1054","819","52383","2024"
"59","059","1","01","1","61672","20729","40943","448","227","40268","2024"
"59","059","2","02","1","87355","30117","57238","841","404","55993","2024"
"59","059","3","03","1","91620","36998","54622","1278","468","52876","2024"
"59","059","4","04","1","101833","31829","70004","967","403","68634","2024"
"59","059","5","05","1","102283","31957","70326","1457","475","68394","2024"
"59","059","6","06","1","95058","25642","69416","1236","373","67807","2024"
"59","059","7","07","1","73444","25579","47865","760","341","46764","2024"
"59","059","8","08","1","68933","31958","36975","745","345","35885","2024"
"59","059","9","09","1","92045","30461","61584","656","299","60629","2024"
"59","059","10","10","1","83192","33501","49691","814","276","48601","2024"
"59","059","11","11","1","93191","32377","60814","1047","504","59263","2024"
"59","059","12","12","1","93070","33633","59437","1263","510","57664","2024"
"59","059","13","13","1","86045","34704","51341","1173","392","49776","2024"
"59","059","14","14","1","99449","32485","66964","1328","514","65122","2024"
"59","059","15","15","1","97601","30709","66892","1214","647","65031","2024"
"59","059","16","16","1","84041","32447","51594","1091","416","50087","2024"
"59","059","17","17","1","73875","27150","46725","860","370","45495","2024"
"59","059","18","18","1","90821","33410","57411","998","415","55998","2024"
"59","059","19","19","1","80890","32139","48751","989","449","47313","2024"
"59","059","20","20","1","82190","33679","48511","757","335","47419","2024"
"59","059","21","21","1","81160","30997","50163","884","357","48922","2024"
"60","060","1","01","1","83258","28797","54461","774","389","53298","2024"
"60","060","2","02","1","89305","29481","59824","1388","503","57933","2024"
"60","060","3","03","1","74495","28043","46452","902","332","45218","2024"
"60","060","4","04","1","94183","30465","63718","955","385","62378","2024"
"60","060","5","05","1","73645","25031","48614","704","299","47611","2024"
"60","060","6","06","1","75856","25629","50227","996","352","48879","2024"
"60","060","7","07","1","77118","27165","49953","749","313","48891","2024"
"61","061","1","01","1","68184","21957","46227","941","417","44869","2024"
"61","061","2","02","1","64536","19812","44724","719","266","43739","2024"
"61","061","3","03","1","70653","22150","48503","795","310","47398","2024"
"62","062","1","01","1","105247","31569","73678","1295","715","71668","2024"
"62","062","2","02","1","88596","27528","61068","981","484","59603","2024"
"62","062","3","03","1","83041","33701","49340","824","427","48089","2024"
"62","062","4","04","1","89963","28655","61308","1089","501","59718","2024"
"62","062","5","05","1","90906","34122","56784","869","351","55564","2024"
"62","062","6","06","1","94643","28629","66014","1163","648","64203","2024"
"62","062","7","07","1","94659","37049","57610","779","423","56408","2024"
"62","062","8","08","1","92388","32342","60046","934","627","58485","2024"
"62","062","9","09","1","80762","26681","54081","1009","514","52558","2024"
"62","062","10","10","1","89095","33718","55377","1136","569","53672","2024"
"62","062","11","11","1","94166","36032","58134","1225","601","56308","2024"
"62","062","12","12","1","96789","37350","59439","1476","661","57302","2024"
"63","063","1","01","1","83788","27707","56081","948","488","54645","2024"
"63","063","2","02","1","90283","24462","65821","1202","596","64023","2024"
"63","063","3","03","1","90194","23937","66257","1154","562","64541","2024"
"63","063","4","04","1","101981","29179","72802","1544","775","70483","2024"
"63","063","5","05","1","105052","31107","73945","1383","727","71835","2024"
"64","064","1","01","1","69447","20039","49408","813","351","48244","2024"
"64","064","2","02","1","84672","22316","62356","1130","508","60718","2024"
"64","064","3","03","1","83929","23372","60557","974","402","59181","2024"
"64","064","4","04","1","80792","21647","59145","928","422","57795","2024"
"64","064","5","05","1","101136","29466","71670","1073","488","70109","2024"
"64","064","6","06","1","106617","31087","75530","1390","562","73578","2024"
"65","065","1","01","1","87328","25834","61494","1386","634","59474","2024"
"65","065","2","02","1","88496","25703","62793","1422","662","60709","2024"
"66","066","1","01","1","74058","24965","49093","768","504","47821","2024"
"66","066","2","02","1","106157","34310","71847","1393","751","69703","2024"
"66","066","3","03","1","85650","27856","57794","1417","717","55660","2024"
"66","066","4","04","1","102742","31400","71342","1301","810","69231","2024"
"67","067","1","01","1","62541","18738","43803","321","143","43339","2024"
"67","067","2","02","1","72992","23266","49726","476","209","49041","2024"
"67","067","3","03","1","70945","24477","46468","467","257","45744","2024"
"67","067","4","04","1","99049","29462","69587","902","360","68325","2024"
"67","067","5","05","1","107594","34964","72630","1007","464","71159","2024"
"67","067","6","06","1","98222","31287","66935","923","355","65657","2024"
"67","067","7","07","1","86142","29335","56807","800","374","55633","2024"
"67","067","8","08","1","94678","33810","60868","920","364","59584","2024"
"67","067","9","09","1","96216","32788","63428","804","360","62264","2024"
"68","068","1","01","1","78987","28778","50209","721","323","49165","2024"
"68","068","2","02","1","92476","30040","62436","973","504","60959","2024"
"68","068","3","03","1","87359","30020","57339","921","344","56074","2024"
"68","068","4","04","1","104237","35227","69010","1211","364","67435","2024"
"68","068","5","05","1","76089","27176","48913","1090","143","47680","2024"
"68","068","6","06","1","93861","33895","59966","1139","337","58490","2024"
"69","069","1","01","1","71917","19486","52431","505","198","51728","2024"
"69","069","2","02","1","74611","16461","58150","427","189","57534","2024"
"69","069","3","03","1","70822","16382","54440","426","172","53842","2024"
"69","069","4","04","1","78898","17812","61086","517","151","60418","2024"
"69","069","5","05","1","90607","22917","67690","691","202","66797","2024"
"69","069","6","06","1","92008","32788","59220","758","234","58228","2024"
"69","069","7","07","1","72607","28217","44390","527","248","43615","2024"
"69","069","8","08","1","106006","27393","78613","1108","362","77143","2024"
"69","069","9","09","1","98123","27780","70343","973","272","69098","2024"
"69","069","10","10","1","99044","24116","74928","998","288","73642","2024"
"69","069","11","11","1","98020","27583","70437","1100","405","68932","2024"
"69","069","12","12","1","82747","21900","60847","608","229","60010","2024"
"69","069","13","13","1","89801","27099","62702","751","280","61671","2024"
"69","069","14","14","1","76572","30780","45792","655","339","44798","2024"
"70","070","1","01","1","88355","25844","62511","1227","947","60337","2024"
"70","070","2","02","1","89378","26597","62781","1201","1082","60498","2024"
"71","071","1","01","1","75260","23084","52176","934","444","50798","2024"
"71","071","2","02","1","76621","23051","53570","894","532","52144","2024"
"71","071","3","03","1","80901","24735","56166","1232","733","54201","2024"
"71","071","4","04","1","82625","25995","56630","1295","592","54743","2024"
"71","071","5","05","1","85943","28033","57910","950","565","56395","2024"
"72","072","1","01","1","73766","23131","50635","1213","419","49003","2024"
"72","072","2","02","1","83764","30121","53643","1510","322","51811","2024"
"72","072","3","03","1","85878","28355","57523","1318","647","55558","2024"
"72","072","4","04","1","81439","27296","54143","1250","469","52424","2024"
"72","072","5","05","1","87980","28900","59080","1367","500","57213","2024"
"73","073","1","01","1","94116","26053","68063","1130","584","66349","2024"
"73","073","2","02","1","75626","24026","51600","746","386","50468","2024"
"73","073","3","03","1","74583","20530","54053","821","355","52877","2024"
"73","073","4","04","1","79612","22950","56662","1157","423","55082","2024"
"74","074","1","01","1","110684","29789","80895","1570","529","78796","2024"
"74","074","2","02","1","101693","28636","73057","1219","362","71476","2024"
"74","074","3","03","1","89948","27529","62419","1157","326","60936","2024"
"74","074","4","04","1","90925","34056","56869","639","211","56019","2024"
"74","074","5","05","1","103704","34132","69572","1187","412","67973","2024"
"74","074","6","06","1","82158","26733","55425","906","287","54232","2024"
"75","075","1","01","1","84309","20888","63421","495","173","62753","2024"
"75","075","2","02","1","74579","17671","56908","337","153","56418","2024"
"75","075","3","03","1","73178","19516","53662","464","236","52962","2024"
"75","075","4","04","1","73204","19833","53371","313","153","52905","2024"
"75","075","5","05","1","79451","19583","59868","400","187","59281","2024"
"75","075","6","06","1","81237","21243","59994","642","355","58997","2024"
"75","075","7","07","1","80364","18864","61500","424","182","60894","2024"
"75","075","8","08","1","85297","23430","61867","625","280","60962","2024"
"75","075","9","09","1","71332","20586","50746","570","263","49913","2024"
"75","075","10","10","1","70406","19923","50483","451","255","49777","2024"
"75","075","11","11","1","72872","16891","55981","451","162","55368","2024"
"75","075","12","12","1","75515","18655","56860","406","186","56268","2024"
"75","075","13","13","1","77751","21158","56593","515","233","55845","2024"
"75","075","14","14","1","76408","20689","55719","340","144","55235","2024"
"75","075","15","15","1","79598","23503","56095","605","312","55178","2024"
"75","075","16","16","1","76417","23703","52714","516","296","51902","2024"
"75","075","17","17","1","63138","21540","41598","466","281","40851","2024"
"75","075","18","18","1","70320","17483","52837","414","223","52200","2024"
"76","076","1","01","1","66601","20713","45888","585","208","45095","2024"
"76","076","2","02","1","95776","25625","70151","1266","386","68499","2024"
"76","076","3","03","1","70623","26370","44253","781","299","43173","2024"
"76","076","4","04","1","86287","31630","54657","1146","420","53091","2024"
"76","076","5","05","1","94874","29562","65312","1156","367","63789","2024"
"76","076","6","06","1","109261","35541","73720","1436","500","71784","2024"
"76","076","7","07","1","85533","27344","58189","1419","119","56651","2024"
"76","076","8","08","1","64476","25631","38845","955","41","37849","2024"
"76","076","9","09","1","95433","29474","65959","1553","408","63998","2024"
"76","076","10","10","1","110885","32566","78319","1694","607","76018","2024"
"77","077","1","01","1","71339","25761","45578","1048","400","44130","2024"
"77","077","2","02","1","80444","25288","55156","926","358","53872","2024"
"77","077","3","03","1","77914","26422","51492","983","279","50230","2024"
"77","077","4","04","1","88697","29780","58917","1178","399","57340","2024"
"77","077","5","05","1","89794","31193","58601","1197","375","57029","2024"
"77","077","6","06","1","82904","29994","52910","1116","346","51448","2024"
"77","077","7","07","1","89223","31255","57968","1056","423","56489","2024"
"77","077","8","08","1","97664","33523","64141","1320","379","62442","2024"
"77","077","9","09","1","87735","30745","56990","980","283","55727","2024"
"77","077","10","10","1","82992","30537","52455","787","327","51341","2024"
"77","077","11","11","1","66897","24738","42159","1329","317","40513","2024"
"78","078","1","01","1","84208","22918","61290","744","231","60315","2024"
"78","078","2","02","1","86979","21738","65241","701","275","64265","2024"
"78","078","3","03","1","83521","22466","61055","592","242","60221","2024"
"78","078","4","04","1","80858","21729","59129","833","269","58027","2024"
"78","078","5","05","1","76766","22131","54635","949","235","53451","2024"
"78","078","6","06","1","77096","23514","53582","623","233","52726","2024"
"78","078","7","07","1","81613","26206","55407","893","283","54231","2024"
"78","078","8","08","1","75347","28696","46651","810","389","45452","2024"
"78","078","9","09","1","94123","30212","63911","1037","381","62493","2024"
"78","078","10","10","1","92480","24689","67791","872","326","66593","2024"
"78","078","11","11","1","70630","22503","48127","816","300","47011","2024"
"78","078","12","12","1","72340","20675","51665","820","268","50577","2024"
"79","079","1","01","1","91748","27022","64726","1298","692","62736","2024"
"79","079","2","02","1","98054","29792","68262","1482","835","65945","2024"
"79","079","3","03","1","85314","27376","57938","1339","1015","55584","2024"
"80","080","1","01","1","83104","29094","54010","926","459","52625","2024"
"80","080","2","02","1","77341","24779","52562","756","301","51505","2024"
"80","080","3","03","1","82023","24569","57454","1128","549","55777","2024"
"80","080","4","04","1","85080","25898","59182","1178","446","57558","2024"
"80","080","5","05","1","81191","27253","53938","1137","495","52306","2024"
"81","081","1","01","1","85344","24571","60773","1314","683","58776","2024"
"81","081","2","02","1","110310","31221","79089","2034","1015","76040","2024"
"81","081","3","03","1","104780","29057","75723","1794","959","72970","2024"
"82","082","1","01","1","93424","27306","66118","2020","878","63220","2024"
"82","082","2","02","1","97194","28586","68608","1545","811","66252","2024"
"83","083","1","01","1","71099","24452","46647","869","286","45492","2024"
"83","083","2","02","1","92819","31212","61607","1042","436","60129","2024"
"83","083","3","03","1","103272","32268","71004","981","479","69544","2024"
"83","083","4","04","1","113944","39563","74381","1219","747","72415","2024"
"83","083","5","05","1","102351","34041","68310","812","529","66969","2024"
"83","083","6","06","1","128858","40889","87969","1614","610","85745","2024"
"83","083","7","07","1","103766","34674","69092","921","364","67807","2024"
"83","083","8","08","1","110139","36188","73951","1509","667","71775","2024"
"84","084","1","01","1","74020","27871","46149","773","325","45051","2024"
"84","084","2","02","1","86479","26889","59590","1081","480","58029","2024"
"84","084","3","03","1","79341","25097","54244","1112","520","52612","2024"
"84","084","4","04","1","90634","28196","62438","1412","510","60516","2024"
"84","084","5","05","1","84944","26654","58290","1160","686","56444","2024"
"85","085","1","01","1","120711","36734","83977","1879","943","81155","2024"
"85","085","2","02","1","114084","33474","80610","1703","792","78115","2024"
"85","085","3","03","1","136893","39795","97098","1883","954","94261","2024"
"85","085","4","04","1","104717","31289","73428","1442","533","71453","2024"
"85","085","5","05","1","84008","26026","57982","1073","639","56270","2024"
"86","086","1","01","1","81053","24408","56645","1045","577","55023","2024"
"86","086","2","02","1","80207","22028","58179","896","516","56767","2024"
"86","086","3","03","1","72419","21754","50665","1182","767","48716","2024"
"86","086","4","04","1","73679","25143","48536","945","640","46951","2024"
"87","087","1","01","1","83948","23998","59950","1403","959","57588","2024"
"87","087","2","02","1","98338","25675","72663","1875","1502","69286","2024"
"87","087","3","03","1","81393","23307","58086","1551","1122","55413","2024"
"88","088","1","01","1","75984","25237","50747","761","508","49478","2024"
"88","088","2","02","1","71896","23273","48623","850","458","47315","2024"
"88","088","3","03","1","63350","19807","43543","543","267","42733","2024"
"88","088","4","04","1","64121","19876","44245","1019","471","42755","2024"
"89","089","1","01","1","74973","22976","51997","933","357","50707","2024"
"89","089","2","02","1","72260","23423","48837","1015","649","47173","2024"
"89","089","3","03","1","89716","31212","58504","1053","483","56968","2024"
"90","090","1","01","1","47553","14783","32770","493","262","32015","2024"
"90","090","2","02","1","46433","14172","32261","533","329","31399","2024"
"91","091","1","01","1","69794","27266","42528","703","350","41475","2024"
"91","091","2","02","1","92918","30085","62833","1276","493","61064","2024"
"91","091","3","03","1","99134","29864","69270","1293","451","67526","2024"
"91","091","4","04","1","99613","29316","70297","1656","493","68148","2024"
"91","091","5","05","1","68706","17597","51109","501","227","50381","2024"
"91","091","6","06","1","83324","26293","57031","817","231","55983","2024"
"91","091","7","07","1","74148","26516","47632","760","307","46565","2024"
"91","091","8","08","1","76565","26007","50558","818","318","49422","2024"
"91","091","9","09","1","79787","27115","52672","1057","319","51296","2024"
"91","091","10","10","1","62824","24121","38703","596","344","37763","2024"
"92","092","1","01","1","67718","26255","41463","831","177","40455","2024"
"92","092","2","02","1","71691","18402","53289","777","186","52326","2024"
"92","092","3","03","1","83095","22374","60721","897","107","59717","2024"
"92","092","4","04","1","81078","26195","54883","1002","204","53677","2024"
"92","092","5","05","1","77488","22261","55227","423","232","54572","2024"
"92","092","6","06","1","76447","19223","57224","702","156","56366","2024"
"92","092","7","07","1","88339","22831","65508","1198","304","64006","2024"
"92","092","8","08","1","68205","16608","51597","687","117","50793","2024"
"92","092","9","09","1","63463","15798","47665","796","0","46869","2024"
"92","092","10","10","1","80243","20580","59663","1034","76","58553","2024"
"92","092","11","11","1","71659","20777","50882","647","312","49923","2024"
"92","092","12","12","1","93823","24694","69129","827","359","67943","2024"
"92","092","13","13","1","89338","22348","66990","1251","87","65652","2024"
"93","093","1","01","1","69916","27325","42591","484","290","41817","2024"
"93","093","2","02","1","56882","25456","31426","453","257","30716","2024"
"93","093","3","03","1","77478","26770","50708","785","386","49537","2024"
"93","093","4","04","1","67437","30936","36501","811","291","35399","2024"
"93","093","5","05","1","65908","28268","37640","596","369","36675","2024"
"93","093","6","06","1","60823","24086","36737","518","257","35962","2024"
"93","093","7","07","1","83457","28114","55343","824","267","54252","2024"
"93","093","8","08","1","62716","22608","40108","973","201","38934","2024"
"93","093","9","09","1","76227","27841","48386","696","319","47371","2024"
"93","093","10","10","1","67983","26608","41375","643","272","40460","2024"
"93","093","11","11","1","64617","28289","36328","570","306","35452","2024"
"93","093","12","12","1","66374","26527","39847","650","260","38937","2024"
"94","094","1","01","1","85940","24528","61412","665","276","60471","2024"
"94","094","2","02","1","65377","23503","41874","600","378","40896","2024"
"94","094","3","03","1","74372","26998","47374","1249","385","45740","2024"
"94","094","4","04","1","74883","23671","51212","898","325","49989","2024"
"94","094","5","05","1","91674","29497","62177","1075","316","60786","2024"
"94","094","6","06","1","82431","21439","60992","608","287","60097","2024"
"94","094","7","07","1","66790","22869","43921","716","278","42927","2024"
"94","094","8","08","1","77040","20262","56778","528","230","56020","2024"
"94","094","9","09","1","54445","20042","34403","469","284","33650","2024"
"94","094","10","10","1","66628","22498","44130","664","381","43085","2024"
"94","094","11","11","1","66060","22634","43426","587","217","42622","2024"
"95","095","1","01","1","84016","26542","57474","1147","386","55941","2024"
"95","095","2","02","1","78781","26092","52689","866","370","51453","2024"
"95","095","3","03","1","96306","31175","65131","930","374","63827","2024"
"95","095","4","04","1","76262","24780","51482","728","262","50492","2024"
"95","095","5","05","1","70843","28267","42576","631","329","41616","2024"
"95","095","6","06","1","75753","25432","50321","626","260","49435","2024"
"95","095","7","07","1","68539","23262","45277","712","294","44271","2024"
"95","095","8","08","1","55766","24573","31193","593","762","29838","2024"
"95","095","9","09","1","71614","28446","43168","711","331","42126","2024"
"95","095","10","10","1","66773","23188","43585","906","237","42442","2024"
"971","971","1","01","1","75757","51095","24662","529","703","23430","2024"
"971","971","2","02","1","88708","60513","28195","865","950","26380","2024"
"971","971","3","03","1","85766","54832","30934","694","766","29474","2024"
"971","971","4","04","1","68730","45493","23237","582","863","21792","2024"
"972","972","1","01","1","80328","55794","24534","768","615","23151","2024"
"972","972","2","02","1","79675","53379","26296","778","641","24877","2024"
"972","972","3","03","1","60258","41482","18776","585","417","17774","2024"
"972","972","4","04","1","84422","58966","25456","601","471","24384","2024"
"973","973","1","01","1","59245","38145","21100","314","245","20541","2024"
"973","973","2","02","1","49655","35293","14362","296","270","13796","2024"
"974","974","1","01","1","88547","45122","43425","1134","809","41482","2024"
"974","974","2","02","1","101743","58881","42862","1504","1401","39957","2024"
"974","974","3","03","1","98835","53482","45353","1490","1529","42334","2024"
"974","974","4","04","1","111483","54508","56975","1577","1718","53680","2024"
"974","974","5","05","1","90636","53745","36891","955","1168","34768","2024"
"974","974","6","06","1","84755","46635","38120","854","914","36352","2024"
"974","974","7","07","1","121146","67287","53859","1806","1792","50261","2024"
"975","975","1","01","1","5069","2262","2807","37","22","2748","2024"
"976","976","1","01","1","45660","27538","18122","417","543","17162","2024"
"976","976","2","02","1","52449","28323","24126","711","1019","22396","2024"
"986","986","1","01","1","9031","2067","6964","49","38","6877","2024"
"987","987","1","01","1","73776","39024","34752","277","204","34271","2024"
"987","987","2","02","1","69245","42412","26833","208","171","26454","2024"
"987","987","3","03","1","69028","39227","29801","349","226","29226","2024"
"988","988","1","01","1","97163","40247","56916","469","397","56050","2024"
"988","988","2","02","1","124951","48562","76389","1042","609","74738","2024"
"ZX","ZX","1","01","1","25227","17995","7232","213","100","6919","2024"
"ZZ","ZZ","1","01","1","265932","171173","94759","1039","90","93630","2024"
"ZZ","ZZ","2","02","1","81793","62274","19519","233","59","19227","2024"
"ZZ","ZZ","3","03","1","160634","91178","69456","829","112","68515","2024"
"ZZ","ZZ","4","04","1","158039","82742","75297","713","99","74485","2024"
"ZZ","ZZ","5","05","1","115502","71810","43692","591","70","43031","2024"
"ZZ","ZZ","6","06","1","159746","95948","63798","588","88","63122","2024"
"ZZ","ZZ","7","07","1","130824","72265","58559","428","81","58050","2024"
"ZZ","ZZ","8","08","1","148957","115887","33070","503","85","32482","2024"
"ZZ","ZZ","9","09","1","130387","93784","36603","592","131","35880","2024"
"ZZ","ZZ","10","10","1","113855","77353","36502","563","115","35824","2024"
"ZZ","ZZ","11","11","1","104619","61924","42695","618","91","41986","2024"
"01","001","1","01","2","86854","24543","62311","1797","509","60005","2024"
"01","001","2","02","2","101905","28326","73579","2298","542","70739","2024"
"01","001","3","03","2","84168","29496","54672","1856","499","52317","2024"
"01","001","4","04","2","96133","28394","67739","2419","697","64623","2024"
"01","001","5","05","2","77919","25032","52887","4683","1200","47004","2024"
"02","002","2","02","2","73181","26561","46620","888","390","45342","2024"
